Date,Close
6/5/14,56.630001
6/6/14,56.970001
6/9/14,57.419998
6/10/14,57.900002
6/11/14,57.27
6/12/14,57.040001
6/13/14,57.040001
6/16/14,56.869999
6/17/14,57.419998
6/18/14,57.779999
6/19/14,57.299999
6/20/14,57.549999
6/23/14,58.189999
6/24/14,57.419998
6/25/14,57.529999
6/26/14,57.389999
6/27/14,57.529999
6/30/14,57.619999
7/1/14,57.57
7/2/14,56.970001
7/3/14,57.049999
7/7/14,56.669998
7/8/14,55.759998
7/9/14,56.02
7/10/14,55.560001
7/11/14,55.799999
7/14/14,56.290001
7/15/14,58.27
7/16/14,58.709999
7/17/14,57.860001
7/18/14,58.23
7/21/14,58.240002
7/22/14,58.669998
7/23/14,59
7/24/14,59.169998
7/25/14,59.009998
7/28/14,59.189999
7/29/14,58.639999
7/30/14,58.91
7/31/14,57.669998
8/1/14,56.48
8/4/14,56.650002
8/5/14,56.060001
8/6/14,56.23
8/7/14,55.91
8/8/14,56.34
8/11/14,56.32
8/12/14,56.349998
8/13/14,56.720001
8/14/14,56.98
8/15/14,56.75
8/18/14,57.23
8/19/14,57.560001
8/20/14,57.639999
8/21/14,58.5
8/22/14,58.490002
8/25/14,59.34
8/26/14,59.740002
8/27/14,59.59
8/28/14,59.16
8/29/14,59.450001
9/2/14,59.669998
9/3/14,59.700001
9/4/14,59.709999
9/5/14,59.91
9/8/14,59.889999
9/9/14,59.060001
9/10/14,59.220001
9/11/14,59.759998
9/12/14,60.029999
9/15/14,59.939999
9/16/14,59.990002
9/17/14,60.310001
9/18/14,61.32
9/19/14,61.110001
9/22/14,60.91
9/23/14,60.939999
9/24/14,61.630001
9/25/14,60.150002
9/26/14,60.560001
9/29/14,60.330002
9/30/14,60.240002
10/1/14,59.77
10/2/14,58.84
10/3/14,60.299999
10/6/14,60.18
10/7/14,59.27
10/8/14,60.400002
10/9/14,59.080002
10/10/14,58.52
10/13/14,58.16
10/14/14,57.990002
10/15/14,55.529999
10/16/14,55.080002
10/17/14,56.200001
10/20/14,56.630001
