Date,Close
1/17/23,486.769989
1/18/23,479.470001
1/19/23,469.48999
1/20/23,480.109985
1/23/23,492.609985
1/24/23,492.109985
1/25/23,490.880005
1/26/23,498.299988
1/27/23,503.290009
1/30/23,503.279999
1/31/23,511.140015
2/1/23,517.909973
2/2/23,523.429993
2/3/23,514.799988
2/6/23,515.590027
2/7/23,516.530029
2/8/23,503.809998
2/9/23,500.630005
2/10/23,499.98999
2/13/23,506.450012
2/14/23,503.220001
2/15/23,511.279999
2/16/23,504.100006
2/17/23,507.480011
2/21/23,501.73999
2/22/23,497.390015
2/23/23,493.140015
2/24/23,488.609985
2/27/23,487.029999
2/28/23,484.179993
3/1/23,478.670013
3/2/23,485.690002
3/3/23,475.26001
3/6/23,483.079987
3/7/23,485.149994
3/8/23,486.040009
3/9/23,479.519989
3/10/23,471.140015
3/13/23,472
3/14/23,481.920013
3/15/23,485.660004
3/16/23,487.26001
3/17/23,487.049988
3/20/23,489.290009
3/21/23,490.850006
3/22/23,487.519989
3/23/23,487.76001
3/24/23,495.269989
3/27/23,493.220001
3/28/23,486.769989
3/29/23,490.869995
3/30/23,491.480011
3/31/23,496.869995
4/3/23,497.029999
4/4/23,497.730011
4/5/23,497.130005
4/6/23,485.980011
4/10/23,493.829987
4/11/23,498.649994
4/12/23,489.350006
4/13/23,497.890015
4/14/23,491.299988
4/17/23,493.940002
4/18/23,496.899994
4/19/23,496.029999
4/20/23,505.579987
4/21/23,506.350006
4/24/23,511.420013
4/25/23,503.170013
4/26/23,494.660004
4/27/23,501.269989
4/28/23,503.220001
5/1/23,493.589996
5/2/23,494.809998
5/3/23,490.059998
5/4/23,490.339996
5/5/23,499.059998
5/8/23,499.059998
5/9/23,500.790009
5/10/23,499.660004
5/11/23,501.890015
5/12/23,504.070007
5/15/23,502.040009
5/16/23,496.149994
5/17/23,495
5/18/23,498.100006
5/19/23,496.519989
5/22/23,491.869995
5/23/23,484.869995
5/24/23,482.76001
5/25/23,486.549988
5/26/23,507.26001
5/30/23,508.029999
5/31/23,511.559998
6/1/23,512.599976
6/2/23,512.590027
6/5/23,518.25
6/6/23,516.26001
6/7/23,511.230011
6/8/23,520.090027
6/9/23,517.280029
6/12/23,520.969971
6/13/23,522.02002
6/14/23,527.200012
6/15/23,529.179993
6/16/23,523.650024
6/20/23,519.700012
6/21/23,519.619995
6/22/23,524.200012
6/23/23,524.440002
6/26/23,523.419983
6/27/23,530.330017
6/28/23,532.799988
6/29/23,531.690002
6/30/23,538.380005
7/3/23,541.039978
7/5/23,541.130005
7/6/23,537.369995
7/7/23,525.049988
7/10/23,527.01001
7/11/23,529.640015
7/12/23,538
7/13/23,538.450012
7/14/23,546.700012
7/17/23,552.960022
7/18/23,553.590027
7/19/23,554.109985
7/20/23,556.960022
7/21/23,557.859985
7/24/23,563.929993
7/25/23,565.190002
7/26/23,566.169983
7/27/23,561.830017
7/28/23,563.320007
7/31/23,560.669983
8/1/23,555.469971
8/2/23,552.349976
8/3/23,557.690002
8/4/23,552.039978
8/7/23,558.409973
8/8/23,556.119995
8/9/23,559.700012
8/10/23,561.48999
8/11/23,562.960022
8/14/23,561.469971
8/15/23,558.51001
8/16/23,559.049988
8/17/23,547.109985
8/18/23,544.940002
8/21/23,543.210022
8/22/23,538.369995
8/23/23,540.859985
8/24/23,531.710022
8/25/23,534.01001
8/28/23,536.190002
8/29/23,542.77002
8/30/23,542.26001
8/31/23,549.280029
9/1/23,544.25
9/5/23,544.72998
9/6/23,546.690002
9/7/23,548.619995
9/8/23,551.190002
9/11/23,558.780029
9/12/23,558.789978
9/13/23,559.76001
9/14/23,564.77002
9/15/23,556.359985
9/18/23,562.719971
9/19/23,564.349976
9/20/23,563.830017
9/21/23,555.080017
9/22/23,558.590027
9/25/23,558.619995
9/26/23,552.960022
9/27/23,563.530029
9/28/23,568.630005
9/29/23,564.960022
10/2/23,571.309998
10/3/23,565.039978
10/4/23,571.799988
10/5/23,569.52002
10/6/23,557.530029
10/9/23,558.969971
10/10/23,562.090027
10/11/23,565.52002
10/12/23,563.780029
10/13/23,566.840027
10/16/23,572.23999
10/17/23,574.340027
10/18/23,574.640015
10/19/23,565.630005
10/20/23,552.929993
10/23/23,552.289978
10/24/23,551.840027
10/25/23,549.98999
10/26/23,547.599976
10/27/23,543.030029
10/30/23,554.880005
10/31/23,552.440002
11/1/23,556.799988
11/2/23,555.969971
11/3/23,560.900024
11/6/23,569.820007
11/7/23,571.27002
11/8/23,567.380005
11/9/23,563.27002
11/10/23,577.119995
11/13/23,578.22998
11/14/23,590.799988
11/15/23,596.780029
11/16/23,578.580017
11/17/23,577.150024
11/20/23,580.799988
11/21/23,584.299988
11/22/23,589.080017
11/24/23,591.359985
11/27/23,594.900024
11/28/23,594
11/29/23,587.859985
11/30/23,592.73999
12/1/23,596.25
12/4/23,599.080017
12/5/23,605.349976
12/6/23,607.429993
12/7/23,610.950012
12/8/23,610.780029
12/11/23,623.859985
12/12/23,629.5
12/13/23,642
12/14/23,630.780029
12/15/23,658.820007
12/18/23,681.23999
12/19/23,677.73999
12/20/23,661
12/21/23,665.159973
12/22/23,671.599976
12/26/23,674.619995
12/27/23,666.799988
12/28/23,663.099976
12/29/23,660.080017
1/2/24,650.650024
1/3/24,644.690002
1/4/24,648.349976
1/5/24,656.01001
1/8/24,661.690002
1/9/24,667.179993
1/10/24,672.76001
1/11/24,673.580017
1/12/24,683.23999
